,name,url,comments
1181,"Terraform: Up and Running, Early Release",https://salttiger.com/terraform-up-and-running-early-release/,0
1182,"Working with Static Sites, Early Release",https://salttiger.com/working-with-static-sites-early-release/,0
1183,"Introducing Erlang, 2nd Edition, Early Release",https://salttiger.com/introducing-erlang-2nd-edition-early-release/,0
1184,Mastering React Native,https://salttiger.com/mastering-react-native/,0
1185,Web Performance in Action,https://salttiger.com/web-performance-in-action/,0
1186,"iOS Programming: The Big Nerd Ranch Guide, 6th Edition",https://salttiger.com/ios-programming-the-big-nerd-ranch-guide-6th-edition/,0
1187,Surviving The App Store,https://salttiger.com/surviving-the-app-store/,0
1188,Mastering Swift 3 – Linux,https://salttiger.com/mastering-swift-3-linux/,0
1189,"Network Security Assessment, 3rd Edition",https://salttiger.com/network-security-assessment-3rd-edition/,0
1190,R for Data Science,https://salttiger.com/r-for-data-science/,0
1191,"Responsive Web Design with HTML5 and CSS3, 2nd Edition",https://salttiger.com/responsive-web-design-with-html5-and-css3-2nd-edition/,0
1192,Designing Voice User Interfaces,https://salttiger.com/designing-voice-user-interfaces/,0
1193,Building Software Teams,https://salttiger.com/building-software-teams/,0
1194,macOS Sierra: The Missing Manual,https://salttiger.com/macos-sierra-the-missing-manual/,0
1195,Learning OpenCV 3,https://salttiger.com/learning-opencv-3/,0
1196,The iOS Apprentice: 5th Edition,https://salttiger.com/the-ios-apprentice-5th-edition/,0
1197,High Performance Mobile Web,https://salttiger.com/high-performance-mobile-web/,0
1198,Practical DevOps,https://salttiger.com/practical-devops/,0
1199,"Head First Python, 2nd Edition",https://salttiger.com/head-first-python-2nd-edition/,0
1200,"Designing Data-Intensive Applications, 6th Early Release",https://salttiger.com/designing-data-intensive-applications-6th-early-release/,0
1201,Programming iOS 10,https://salttiger.com/programming-ios-10/,0
1202,Designing for Sustainability,https://salttiger.com/designing-for-sustainability/,0
1203,Effective Debugging,https://salttiger.com/effective-debugging/,0
1204,Org Design for Design Orgs,https://salttiger.com/org-design-for-design-orgs/,0
1205,Gradle Recipes for Android,https://salttiger.com/gradle-recipes-for-android/,0
1206,"Introducing Elixir, 2nd Edition, Early Release",https://salttiger.com/introducing-elixir-2nd-edition-early-release/,0
1207,Node.js for Embedded Systems,https://salttiger.com/node-js-for-embedded-systems/,0
1208,"Learning Perl, 7th Edition",https://salttiger.com/learning-perl-7th-edition/,0
1209,"PHP and MySQL Web Development, 5th Edition",https://salttiger.com/php-and-mysql-web-development-5th-edition/,0
1210,Reactive Web Applications,https://salttiger.com/reactive-web-applications/,0
1211,Re-Engineering Legacy Software,https://salttiger.com/re-engineering-legacy-software/,0
1212,Functional and Reactive Domain Modeling,https://salttiger.com/functional-and-reactive-domain-modeling/,0
1213,OCA Java SE 8 Programmer I Certification Guide,https://salttiger.com/oca-java-se-8-programmer-i-certification-guide/,0
1214,Learn System Center Configuration Manager in a Month of Lunches,https://salttiger.com/learn-system-center-configuration-manager-in-a-month-of-lunches/,0
1215,Relevant Search,https://salttiger.com/relevant-search/,0
1216,Get Programming with JavaScript,https://salttiger.com/get-programming-with-javascript/,0
1217,Irresistible APIs,https://salttiger.com/irresistible-apis/,0
1218,The Little Elixir & OTP Guidebook,https://salttiger.com/the-little-elixir-otp-guidebook/,0
1219,Geoprocessing with Python,https://salttiger.com/geoprocessing-with-python/,0
1220,Mastering Concurrency in Go,https://salttiger.com/mastering-concurrency-in-go/,0
1221,Go Programming Blueprints,https://salttiger.com/go-programming-blueprints/,0
1222,Real-World Machine Learning,https://salttiger.com/real-world-machine-learning/,0
1223,Go: Building Web Applications,https://salttiger.com/go-building-web-applications/,0
1224,Introduction to Machine Learning with Python,https://salttiger.com/introduction-to-machine-learning-with-python/,0
1225,Type Inheritance and Relational Theory,https://salttiger.com/type-inheritance-and-relational-theory/,0
1226,Architecting for Scale,https://salttiger.com/architecting-for-scale/,0
1227,Jump Start Sketch,https://salttiger.com/jump-start-sketch/,0
1228,Scala High Performance Programming,https://salttiger.com/scala-high-performance-programming/,0
1229,Android High Performance Programming,https://salttiger.com/android-high-performance-programming/,0
1230,"Cassandra 3.x High Availability, 2nd Edition",https://salttiger.com/cassandra-3-x-high-availability-2nd-edition/,0
1231,Modular Programming with PHP 7,https://salttiger.com/modular-programming-with-php-7/,0
1232,"Learning Bootstrap 4, 2nd Edition",https://salttiger.com/learning-bootstrap-4-2nd-edition/,0
1233,"Algorithms of the Intelligent Web, 2nd Edition",https://salttiger.com/algorithms-of-the-intelligent-web-2nd-edition/,0
1234,Building Isomorphic JavaScript Apps,https://salttiger.com/building-isomorphic-javascript-apps/,0
1235,Juniper QFX10000 Series,https://salttiger.com/juniper-qfx10000-series/,0
1236,Go in Practice,https://salttiger.com/go-in-practice/,0
1237,Mastering CloudForms Automation,https://salttiger.com/mastering-cloudforms-automation/,0
1238,Understanding ECMAScript 6,https://salttiger.com/understanding-ecmascript-6/,0
1239,Infrastructure as Code,https://salttiger.com/infrastructure-as-code/,0
1240,Mastering KVM Virtualization,https://salttiger.com/mastering-kvm-virtualization/,0
1241,Swift Development for the Apple Watch,https://salttiger.com/swift-development-for-the-apple-watch/,0
1242,Foundations for Analytics with Python,https://salttiger.com/foundations-for-analytics-with-python/,0
1243,OpenShift for Developers,https://salttiger.com/openshift-for-developers/,0
1244,"Slack Hacks, Early Release",https://salttiger.com/slack-hacks-early-release/,0
1245,iOS Application Security,https://salttiger.com/ios-application-security/,0
1246,Mastering Python High Performance,https://salttiger.com/mastering-python-high-performance/,0
1247,Mastering Python Data Visualization,https://salttiger.com/mastering-python-data-visualization/,0
1248,Mastering Python,https://salttiger.com/mastering-python/,0
1249,"The Discipline of Organizing: Informatics Edition, 4th Edition",https://salttiger.com/the-discipline-of-organizing-informatics-edition-4th-edition/,0
1250,Learning Ratpack,https://salttiger.com/learning-ratpack/,0
1251,Think DSP,https://salttiger.com/think-dsp/,0
1252,Microservice Architecture,https://salttiger.com/microservice-architecture/,0
1253,Architecting HBase Applications,https://salttiger.com/architecting-hbase-applications/,0
1254,Decentralized Applications,https://salttiger.com/decentralized-applications/,0
1255,High Performance iOS Apps,https://salttiger.com/high-performance-ios-apps/,0
1256,Understanding Compression,https://salttiger.com/understanding-compression/,0
1257,Exploring Raspberry Pi,https://salttiger.com/exploring-raspberry-pi/,0
1258,"Getting Started With Raspberry Pi, 3rd Edition",https://salttiger.com/getting-started-with-raspberry-pi-3rd-edition/,0
1259,Mesos in Action,https://salttiger.com/mesos-in-action/,0
1260,Spark GraphX in Action,https://salttiger.com/spark-graphx-in-action/,0
1261,Introducing Data Science,https://salttiger.com/introducing-data-science/,0
1262,Scalatra in Action,https://salttiger.com/scalatra-in-action/,0
1263,Design for the Mind,https://salttiger.com/design-for-the-mind/,0
1264,Building the Web of Things,https://salttiger.com/building-the-web-of-things/,0
1265,Building Responsive Data Visualization for the Web,https://salttiger.com/building-responsive-data-visualization-for-the-web/,0
1266,Grokking Algorithms,https://salttiger.com/grokking-algorithms/,0
1267,"Linux Pocket Guide, 3rd Edition",https://salttiger.com/linux-pocket-guide-3rd-edition/,0
1268,"Building Maintainable Software, C# Edition",https://salttiger.com/building-maintainable-software-csharp-edition/,0
1269,Table Layout in CSS,https://salttiger.com/table-layout-in-css/,0
1270,Docker in Practice,https://salttiger.com/docker-in-practice/,0
1271,"Raspberry Pi Cookbook, 2nd Edition",https://salttiger.com/raspberry-pi-cookbook-2nd-edition/,0
1272,Learning PHP,https://salttiger.com/learning-php/,0
1273,Learning Swift,https://salttiger.com/learning-swift/,0
1274,Swift Programming: The Big Nerd Ranch Guide,https://salttiger.com/swift-programming-the-big-nerd-ranch-guide/,0
1275,Transitions and Animations in CSS,https://salttiger.com/transitions-and-animations-in-css/,0
1276,Positioning in CSS,https://salttiger.com/positioning-in-css/,0
1277,Grid Layout in CSS,https://salttiger.com/grid-layout-in-css/,0
1278,Optimized C++,https://salttiger.com/optimized-cpp/,0
1279,Mapping Experiences,https://salttiger.com/mapping-experiences/,0
1280,"Algorithms in a Nutshell, 2nd Edition",https://salttiger.com/algorithms-in-a-nutshell-2nd-edition/,0
1281,"Hello, Android, 4th Edition",https://salttiger.com/hello-android-4th-edition/,0
1282,Modern Web Development with Scala,https://salttiger.com/modern-web-development-with-scala/,0
1283,Badass: Making Users Awesome,https://salttiger.com/badass-making-users-awesome/,0
1284,Lean Enterprise,https://salttiger.com/lean-enterprise/,0
1285,XenServer Administration Handbook,https://salttiger.com/xenserver-administration-handbook/,0
1286,Getting Started with Intel Edison,https://salttiger.com/getting-started-with-intel-edison/,0
1287,Express in Action,https://salttiger.com/express-in-action/,0
1288,Practical Probabilistic Programming,https://salttiger.com/practical-probabilistic-programming/,0
1289,Site Reliability Engineering,https://salttiger.com/site-reliability-engineering/,0
1290,Graphing Data with R,https://salttiger.com/graphing-data-with-r/,0
1291,ASP.NET MVC 5 with Bootstrap and Knockout.js,https://salttiger.com/asp-net-mvc-5-with-bootstrap-and-knockout-js/,0
1292,Enterprise IoT,https://salttiger.com/enterprise-iot/,0
1293,Basic Visual Formatting in CSS,https://salttiger.com/basic-visual-formatting-in-css/,0
1294,Hot Seat,https://salttiger.com/hot-seat/,0
1295,Why,https://salttiger.com/why/,0
1296,"Switching to the Mac: The Missing Manual, El Capitan Edition",https://salttiger.com/switching-to-the-mac-the-missing-manual-el-capitan-edition/,0
1297,Elixir in Action,https://salttiger.com/elixir-in-action/,0
1298,Apache Cordova in Action,https://salttiger.com/apache-cordova-in-action/,0
1299,"PostGIS in Action, 2nd Edition",https://salttiger.com/postgis-in-action-2nd-edition/,0
1300,jQuery UI in Action,https://salttiger.com/jquery-ui-in-action/,0
1301,Ember.js in Action,https://salttiger.com/ember-js-in-action/,0
1302,Hello Raspberry Pi!,https://salttiger.com/hello-raspberry-pi/,0
1303,"Gnuplot in Action, 2nd Edition",https://salttiger.com/gnuplot-in-action-2nd-edition/,0
1304,Java Testing with Spock,https://salttiger.com/java-testing-with-spock/,0
1305,Designing Efficient BPM Applications,https://salttiger.com/designing-efficient-bpm-applications/,0
1306,SurviveJS – Webpack and React,https://salttiger.com/survivejs-webpack-and-react/,0
1307,React+d3.js,https://salttiger.com/react-d3js/,0
1308,Data Wrangling with R,https://salttiger.com/data-wrangling-with-r/,0
1309,Going GAS,https://salttiger.com/going-gas/,0
1310,Getting Started with SQL,https://salttiger.com/getting-started-with-sql/,0
1311,The Art of Data Science,https://salttiger.com/the-art-of-data-science/,0
1312,Exploratory Data Analysis with R,https://salttiger.com/exploratory-data-analysis-with-r/,0
1313,R Programming for Data Science,https://salttiger.com/r-programming-for-data-science/,0
1314,Report Writing for Data Science in R,https://salttiger.com/report-writing-for-data-science-in-r/,0
1315,Designing for Emerging Technologies,https://salttiger.com/designing-for-emerging-technologies/,0
1316,"C in a Nutshell, 2nd Edition",https://salttiger.com/c-in-a-nutshell-2nd-edition/,0
1317,The DevOps 2.0 Toolkit,https://salttiger.com/the-devops-2-0-toolkit/,0
1318,Build APIs You Won’t Hate,https://salttiger.com/build-apis-you-wont-hate/,0
1319,Writing APIs with Lumen,https://salttiger.com/writing-apis-with-lumen/,0
1320,Hacking with React,https://salttiger.com/hacking-with-react/,0
1321,"Building Maintainable Software, Java Edition",https://salttiger.com/building-maintainable-software-java-edition/,0
1322,Understanding Industrial Design,https://salttiger.com/understanding-industrial-design/,0
1323,Programming Robots with ROS,https://salttiger.com/programming-robots-with-ros/,0
1324,Responsive Typography,https://salttiger.com/responsive-typography/,0
1325,Learning Chef,https://salttiger.com/learning-chef/,0
1326,Machine Learning: The Art and Science of Algorithms that Make Sense of Data,https://salttiger.com/machine-learning-the-art-and-science-of-algorithms-that-make-sense-of-data/,0
1327,"Building Machine Learning Systems with Python, 2nd Edition",https://salttiger.com/building-machine-learning-systems-with-python-2nd-edition/,0
1328,watchOS 2 by Tutorials,https://salttiger.com/watchos-2-by-tutorials/,0
1329,Learning Node.js for Mobile Application Development,https://salttiger.com/learning-node-js-for-mobile-application-development/,0
1330,"Web Development with MongoDB and NodeJS, 2nd Edition",https://salttiger.com/web-development-with-mongodb-and-nodejs-2nd-edition/,0
1331,Designing Products People Love,https://salttiger.com/designing-products-people-love/,0
1332,Etudes for ClojureScript,https://salttiger.com/etudes-for-clojurescript/,0
1333,The New Relational Database Dictionary,https://salttiger.com/the-new-relational-database-dictionary/,0
1334,Client-Side Data Storage,https://salttiger.com/client-side-data-storage/,0
1335,"Getting MEAN with Mongo, Express, Angular, and Node",https://salttiger.com/getting-mean-with-mongo-express-angular-and-node/,0
1336,Ionic in Action,https://salttiger.com/ionic-in-action/,0
1337,Go in Action,https://salttiger.com/go-in-action/,0
1338,Introducing Go,https://salttiger.com/introducing-go/,0
1339,Learning React Native,https://salttiger.com/learning-react-native/,0
1340,Meteor in Action,https://salttiger.com/meteor-in-action/,0
1341,SPA Design and Architecture,https://salttiger.com/spa-design-and-architecture/,0
1342,sbt in Action,https://salttiger.com/sbt-in-action/,0
1343,Elasticsearch in Action,https://salttiger.com/elasticsearch-in-action/,0
1344,"Clojure in Action, 2nd Edition",https://salttiger.com/clojure-in-action-2nd-edition/,0
1345,Netty in Action,https://salttiger.com/netty-in-action/,0
1346,Beginning Mobile App Development with React Native,https://salttiger.com/beginning-mobile-app-development-with-react-native/,0
1347,UX for Beginners,https://salttiger.com/ux-for-beginners/,0
1348,Calm Technology,https://salttiger.com/calm-technology/,0
1349,MPLS in the SDN Era,https://salttiger.com/mpls-in-the-sdn-era/,0
1350,Building Applications on Mesos,https://salttiger.com/building-applications-on-mesos/,0
1351,Essential Cybersecurity Science,https://salttiger.com/essential-cybersecurity-science/,0
1352,"Padding, Borders, Outlines, and Margins in CSS",https://salttiger.com/padding-borders-outlines-and-margins-in-css/,0
1353,Design Leadership,https://salttiger.com/design-leadership/,0
1354,"XQuery, 2nd Edition",https://salttiger.com/xquery-2nd-edition/,0
1355,"Nginx HTTP Server, 3rd Edition",https://salttiger.com/nginx-http-server-3rd-edition/,0
1356,Using Docker,https://salttiger.com/using-docker/,0
1357,"Identity, Authentication, and Access Management in OpenStack",https://salttiger.com/identity-authentication-and-access-management-in-openstack/,0
1358,"Ruby Pocket Reference, 2nd Edition",https://salttiger.com/ruby-pocket-reference-2nd-edition/,0
1359,iOS 9 Swift Programming Cookbook,https://salttiger.com/ios-9-swift-programming-cookbook/,0
1360,Security for Web Developers,https://salttiger.com/security-for-web-developers/,0
1361,"Swift Pocket Reference, 2nd Edition",https://salttiger.com/swift-pocket-reference-2nd-edition/,0
1362,"Programming WCF Services, 4th Edition",https://salttiger.com/programming-wcf-services-4th-edition/,0
1363,"C# 6.0 in a Nutshell, 6th Edition",https://salttiger.com/csharp-6-0-in-a-nutshell-6th-edition/,0
1364,Learning to Love Data Science,https://salttiger.com/learning-to-love-data-science/,0
1365,"SQL and Relational Theory, 3rd Edition",https://salttiger.com/sql-and-relational-theory-3rd-edition/,0
1366,Programming iOS 9,https://salttiger.com/programming-ios-9/,0
1367,Beautiful JavaScript,https://salttiger.com/beautiful-javascript/,0
1368,Cocos2d-x by Example: Beginner’s Guide – 2nd Edition,https://salttiger.com/cocos2d-x-by-example-beginners-guide-2nd-edition/,0
1369,"The Art of SEO, 3rd Edition",https://salttiger.com/the-art-of-seo-3rd-edition/,0
1370,Abusing the Internet of Things,https://salttiger.com/abusing-the-internet-of-things/,0
1371,"C# 6.0 Cookbook, 4th Edition",https://salttiger.com/csharp-6-0-cookbook-4th-edition/,0
1372,Big Data for Chimps,https://salttiger.com/big-data-for-chimps/,0
1373,RESTful Rails Development,https://salttiger.com/restful-rails-development/,0
1374,"Enterprise Search, 2nd Edition",https://salttiger.com/enterprise-search-2nd-edition/,0
1375,"SVG Colors, Patterns & Gradients",https://salttiger.com/svg-colors-patterns-gradients/,0
1376,C# 6.0 Pocket Reference,https://salttiger.com/c-sharp-6-0-pocket-reference/,0
1377,Beyond Blame,https://salttiger.com/beyond-blame/,0
1378,High Performance Android Apps,https://salttiger.com/high-performance-android-apps/,0
1379,Git for Teams,https://salttiger.com/git-for-teams/,0
1380,"Oracle PL/SQL Language Pocket Reference, 5th Edition",https://salttiger.com/oracle-pl-sql-language-pocket-reference-5th-edition/,0
1381,WebSocket,https://salttiger.com/websocket/,0
1382,"CSS: The Missing Manual, 4th Edition",https://salttiger.com/css-the-missing-manual-4th-edition/,0
1383,"Information Architecture, 4th Edition",https://salttiger.com/information-architecture-4th-edition/,0
1384,"R in Action, 2nd Edition",https://salttiger.com/r-in-action-2nd-edition/,0
1385,Software Development Metrics,https://salttiger.com/software-development-metrics/,0
1386,Agile Metrics in Action,https://salttiger.com/agile-metrics-in-action/,0
1387,Oculus Rift in Action,https://salttiger.com/oculus-rift-in-action/,0
1388,OCP Java SE 7 Programmer II Certification Guide,https://salttiger.com/ocp-java-se-7-programmer-ii-certification-guide/,0
1389,"Groovy in Action, 2nd Edition",https://salttiger.com/groovy-in-action-2nd-edition/,0
1390,"Grails in Action, 2nd Edition",https://salttiger.com/grails-in-action-2nd-edition/,0
1391,Unity in Action,https://salttiger.com/unity-in-action/,0
1392,"jQuery in Action, 3rd Edition",https://salttiger.com/jquery-in-action-3rd-edition/,0
1393,"Designing Social Interfaces, 2nd Edition",https://salttiger.com/designing-social-interfaces-2nd-edition/,0
1394,flex & bison,https://salttiger.com/flex-and-bison/,0
1395,Hack and HHVM,https://salttiger.com/hack-and-hhvm/,0
1396,The Architecture of Privacy,https://salttiger.com/the-architecture-of-privacy/,0
1397,Mastering Laravel,https://salttiger.com/mastering-laravel/,0
1398,"xQuery, 2nd Edition, Early Release",https://salttiger.com/xquery-2nd-edition-early-release/,0
1399,"HBase: The Definitive Guide, 2nd Edition, Early Release",https://salttiger.com/hbase-the-definitive-guide-2nd-edition-early-release/,0
1400,"Algorithms in a Nutshell, 2nd Edition, Early Release",https://salttiger.com/algorithms-in-a-nutshell-2nd-edition-early-release/,0
1401,"Fluent Python, Early Release Edition",https://salttiger.com/fluent-python-early-release-edition/,0
1402,Thinking in Promises,https://salttiger.com/thinking-in-promises/,0
1403,The Software Paradox,https://salttiger.com/the-software-paradox/,0
1404,Designing Delivery,https://salttiger.com/designing-delivery/,0
1405,Apache Oozie,https://salttiger.com/apache-oozie/,0
1406,Creating a Data-Driven Organization,https://salttiger.com/creating-a-data-driven-organization/,0
1407,"How Linux Works, 2nd Edition",https://salttiger.com/how-linux-works-2nd-edition/,0
1408,Photos for Mac and iOS: The Missing Manual,https://salttiger.com/photos-for-mac-and-ios-the-missing-manual/,0
1409,"Creating a Website: The Missing Manual, 4th Edition",https://salttiger.com/creating-a-website-the-missing-manual-4th-edition/,0
1410,Photoshop Elements 13: The Missing Manual,https://salttiger.com/photoshop-elements-13-the-missing-manual/,0
1411,"Introduction to JavaScript Object Notation, Early Release Edition",https://salttiger.com/introduction-to-javascript-object-notation-early-release-edition/,0
1412,Programming Google App Engine with Python,https://salttiger.com/programming-google-app-engine-with-python/,0
1413,The Hardware Startup,https://salttiger.com/the-hardware-startup/,0
1414,"iOS Swift Game Development Cookbook, 2nd Edition",https://salttiger.com/ios-swift-game-development-cookbook-2nd-edition/,0
1415,21st Century Robot,https://salttiger.com/21st-century-robot/,0
1416,Hadoop Security,https://salttiger.com/hadoop-security/,0
1417,Designing Connected Products,https://salttiger.com/designing-connected-products/,0
1418,BioBuilder,https://salttiger.com/biobuilder/,0
1419,Crafting the InfoSec Playbook,https://salttiger.com/crafting-the-infosec-playbook/,0
1420,"Colors, Backgrounds, and Gradients",https://salttiger.com/colors-backgrounds-and-gradients/,0
1421,Effective Computation in Physics,https://salttiger.com/effective-computation-in-physics/,0
1422,"Ruby Cookbook, 2nd Edition",https://salttiger.com/ruby-cookbook-2nd-edition/,0
1423,Real-World Hadoop,https://salttiger.com/real-world-hadoop/,0
1424,Data Science in the Cloud with Microsoft Azure Machine Learning and R,https://salttiger.com/data-science-in-the-cloud-with-microsoft-azure-machine-learning-and-r/,0
1425,Programming Google App Engine with Java,https://salttiger.com/programming-google-app-engine-with-java/,0
1426,Bioinformatics Data Skills,https://salttiger.com/bioinformatics-data-skills/,0
1427,Data Visualization with JavaScript,https://salttiger.com/data-visualization-with-javascript/,0
1428,Salt Essentials,https://salttiger.com/salt-essentials/,0
1429,JavaScript with Promises,https://salttiger.com/javascript-with-promises/,0
1430,Easy Laravel 5,https://salttiger.com/easy-laravel-5/,0
1431,Head First Android Development,https://salttiger.com/head-first-android-development/,0
1432,R Packages,https://salttiger.com/r-packages/,0
1433,Hadoop Application Architectures,https://salttiger.com/hadoop-application-architectures/,0
1434,Accumulo,https://salttiger.com/accumulo/,0
1435,Transforms in CSS,https://salttiger.com/transforms-in-css/,0
1436,Discussing Design,https://salttiger.com/discussing-design/,0
1437,Functional Programming in Scala,https://salttiger.com/functional-programming-in-scala/,0
1438,"Graph Databases, 2nd Edition",https://salttiger.com/graph-databases-2nd-edition/,0
1439,Docker: Up and Running,https://salttiger.com/docker-up-and-running/,0
1440,Make a Raspberry Pi-Controlled Robot,https://salttiger.com/make-a-raspberry-pi-controlled-robot/,0
1441,Learning MySQL and MariaDB,https://salttiger.com/learning-mysql-and-mariadb/,0
1442,Advanced Analytics with Spark,https://salttiger.com/advanced-analytics-with-spark/,0
1443,BeagleBone Cookbook,https://salttiger.com/beaglebone-cookbook/,0
1444,You Don’t Know JS: Async & Performance,https://salttiger.com/you-dont-know-js-async-and-performance/,0
1445,You Don’t Know JS: Up & Going,https://salttiger.com/you-dont-know-js-up-and-going/,0
1446,"The Web Application Hacker’s Handbook, 2nd Edition",https://salttiger.com/the-web-application-hackers-handbook-2nd-edition/,0
1447,The Mobile Application Hacker’s Handbook,https://salttiger.com/the-mobile-application-hackers-handbook/,0
1448,MEAN Machine: A beginner’s practical guide to the JavaScript stack,https://salttiger.com/mean-machine-a-beginners-practical-guide-to-the-javascript-stack/,0
1449,"Starting Out with C++ from Control Structures to Objects, 8th Edition",https://salttiger.com/starting-out-with-c-from-control-structures-to-objects-8th-edition/,0
1450,"Design Sprint, Early Release Edition",https://salttiger.com/design-sprint-early-release-edition/,0
1451,Field Guide to Hadoop,https://salttiger.com/field-guide-to-hadoop/,0
1452,Developing Web Components,https://salttiger.com/developing-web-components/,0
1453,"Effective awk Programming, 4th Edition",https://salttiger.com/effective-awk-programming-4th-edition/,0
1454,Seven Concurrency Models in Seven Weeks,https://salttiger.com/seven-concurrency-models-in-seven-weeks/,0
1455,The Cucumber for Java Book,https://salttiger.com/the-cucumber-for-java-book/,0
1456,Pragmatic Unit Testing in Java 8 with JUnit,https://salttiger.com/pragmatic-unit-testing-in-java-8-with-junit/,0
1457,"Hadoop in Practice, 2nd Edition",https://salttiger.com/hadoop-in-practice-2nd-edition/,0
1458,Full Stack JavaScript Development with MEAN,https://salttiger.com/full-stack-javascript-development-with-mean/,0
1459,MEAN Web Development,https://salttiger.com/mean-web-development/,0
1460,Understanding Context,https://salttiger.com/understanding-context/,0
1461,Time Series Databases,https://salttiger.com/time-series-databases/,0
1462,"iPad: The Missing Manual, 7th Edition",https://salttiger.com/ipad-the-missing-manual-7th-edition/,0
1463,"Dreamweaver CC: The Missing Manual, 2nd Edition",https://salttiger.com/dreamweaver-cc-the-missing-manual-2nd-edition/,0
1464,Customizing Chef,https://salttiger.com/customizing-chef/,0
1465,Swift Pocket Reference,https://salttiger.com/swift-pocket-reference/,0
1466,Elasticsearch: The Definitive Guide,https://salttiger.com/elasticsearch-the-definitive-guide/,0
1467,Automating Microsoft Azure Infrastructure Services,https://salttiger.com/automating-microsoft-azure-infrastructure-services/,0
1468,Building Applications with iBeacon,https://salttiger.com/building-applications-with-ibeacon/,0
1469,High Performance Responsive Design,https://salttiger.com/high-performance-responsive-design/,0
1470,Building Microservices,https://salttiger.com/building-microservices/,0
1471,Hello App Inventor!,https://salttiger.com/hello-app-inventor/,0
1472,OS X Yosemite: The Missing Manual,https://salttiger.com/os-x-yosemite-the-missing-manual/,0
1473,Modern PHP,https://salttiger.com/modern-php/,0
1474,Learning Scala,https://salttiger.com/learning-scala/,0
1475,Knockout.js,https://salttiger.com/knockout-js/,0
1476,eXist,https://salttiger.com/exist/,0
1477,Google Compute Engine,https://salttiger.com/google-compute-engine/,0
1478,"PostgreSQL: Up and Running, 2nd Edition",https://salttiger.com/postgresql-up-and-running-2nd-edition/,0
1479,Swift Development with Cocoa,https://salttiger.com/swift-development-with-cocoa/,0
1480,"The Art of Application Performance Testing, 2nd Edition",https://salttiger.com/the-art-of-application-performance-testing-2nd-edition/,0
1481,Introducing GitHub,https://salttiger.com/introducing-github/,0
1482,"Spring in Action, 4th Edition",https://salttiger.com/spring-in-action-4th-edition/,0
1483,Git in Practice,https://salttiger.com/git-in-practice/,0
1484,The Responsive Web,https://salttiger.com/the-responsive-web/,0
1485,F# Deep Dives,https://salttiger.com/fsharp-deep-dives/,0
1486,Neo4j in Action,https://salttiger.com/neo4j-in-action/,0
1487,Barcodes with iOS,https://salttiger.com/barcodes-with-ios/,0
1488,BDD in Action,https://salttiger.com/bdd-in-action/,0
1489,"PowerShell in Depth, 2nd Edition",https://salttiger.com/powershell-in-depth-2nd-edition/,0
1490,ArcGIS Web Development,https://salttiger.com/arcgis-web-development/,0
1491,You Don’t Know JS: Types & Grammar,https://salttiger.com/you-dont-know-js-types-grammar/,0
1492,Amazon Fire Phone: The Missing Manual,https://salttiger.com/amazon-fire-phone-the-missing-manual/,0
1493,Cython,https://salttiger.com/cython/,0
1494,Blockchain,https://salttiger.com/blockchain/,0
1495,"JavaScript Cookbook, 2nd Edition",https://salttiger.com/javascript-cookbook-2nd-edition/,0
1496,The Uncertain Web,https://salttiger.com/the-uncertain-web/,0
1497,Programming Chrome Apps,https://salttiger.com/programming-chrome-apps/,0
1498,Social eCommerce,https://salttiger.com/social-ecommerce/,0
1499,"Elasticsearch: The Definitive Guide, Early Release Edition",https://salttiger.com/elasticsearch-the-definitive-guide-early-release-edition/,0
1500,"App Inventor 2, 2nd Edition",https://salttiger.com/app-inventor-2-2nd-edition/,0
1501,"Enyo: Up and Running, 2nd Edition",https://salttiger.com/enyo-up-and-running-2nd-edition/,0
1502,Thoughtful Machine Learning,https://salttiger.com/thoughtful-machine-learning/,0
1503,Mobile and Web Messaging,https://salttiger.com/mobile-and-web-messaging/,0
1504,Mastering Bitcoin,https://salttiger.com/mastering-bitcoin/,0
1505,The iOS Apprentice: 2nd Edition,https://salttiger.com/the-ios-apprentice-2nd-edition/,0
1506,Hands-On Programming with R,https://salttiger.com/hands-on-programming-with-r/,0
1507,Effective Modern C++,https://salttiger.com/effective-modern-cpp/,0
1508,"Think Stats, 2nd Edition",https://salttiger.com/think-stats-2nd-edition/,0
1509,OpenStack Swift,https://salttiger.com/openstack-swift/,0
1510,"The Joy of Clojure, 2nd Edition",https://salttiger.com/the-joy-of-clojure-2nd-edition/,0
1511,Learning UML 2.0,https://salttiger.com/learning-uml-2-0/,0
1512,"CJKV Information Processing, 2nd Edition",https://salttiger.com/cjkv-information-processing-2nd-edition/,0
1513,"Ruby Cookbook, 2nd Edition (Early Release)",https://salttiger.com/ruby-cookbook-2nd-edition-early-release/,0
1514,AngularJS: Up and Running,https://salttiger.com/angularjs-up-and-running/,0
1515,Data Science at the Command Line,https://salttiger.com/data-science-at-the-command-line/,0
1516,User Story Mapping,https://salttiger.com/user-story-mapping/,0
1517,"iOS 5 by Tutorials: Volume 1 + 2 , 2nd Edition",https://salttiger.com/ios-5-by-tutorials-2nd-edition/,0
1518,"MySQL Cookbook, 3rd Edition",https://salttiger.com/mysql-cookbook-3rd-edition/,0
1519,Social Engineering and Nonverbal Behavior Set,https://salttiger.com/social-engineering-and-nonverbal-behavior-set/,0
